NPRI ID,Company Name,Facility Name,City,Census Subdivision,Census Area or Census Metropolitan Area,Economic Region,Province,Postal Code,Terrestrial Ecozone,Watershed,NAICS 4 Code,NAICS 6 Code,Latitude,Longitude
0000027590,Crescent Point Energy Corp.,Rapdan Oil Satellite 01-20,n/a,White Valley No. 49, ,Swift Current--Moose Jaw,SK,n/a,Prairie,Mississippi River Drainage Area,2111,211113,49.394555,-108.654474
0000027597,Crescent Point Energy Corp.,CPEC Sall Oil SWB 03-36,n/a,Flagstaff County, ,Camrose--Drumheller,AB,n/a,Prairie,Nelson River Drainage Area,2111,211113,52.392119,-111.60322
0000027608,Crescent Point Energy Corp.,Swan Hills SWB 03-10,n/a,Big Lakes County, ,Athabasca--Grande Prairie--Peace River,AB,n/a,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,54.691307,-115.279259
0000027613,"GEA Farm Technologies Canada Inc, Division GEA Houle",Division GEA Houle,Drummondville,Drummondville,Drummondville,Centre-du-Québec,QC,J2A 0C6,MixedWood Plain,St. Lawrence Drainage Area,3331,333110,45.836312,-72.431552
0000027616,Crescent Point Energy Corp.,Provost Oil MWB 04-07,n/a,Paintearth County No. 18, ,Camrose--Drumheller,AB,n/a,Prairie,Nelson River Drainage Area,2111,211113,52.246631,-111.573135
0000027623,Crescent Point Energy Corp.,Whitemud Oil MWB 09-15,n/a,White Valley No. 49, ,Swift Current--Moose Jaw,SK,n/a,Prairie,Mississippi River Drainage Area,2111,211113,49.473357,-108.608991
0000027624,Crescent Point Energy Corp.,Whitemud SWB 15-19,n/a,White Valley No. 49, ,Swift Current--Moose Jaw,SK,n/a,Prairie,Mississippi River Drainage Area,2111,211113,49.492764,-108.682428
0000027625,Crescent Point Energy Corp.,Weir Hill Oil MWB 05-34,n/a,Browning No. 34, ,Regina--Moose Mountain,SK,n/a,Prairie,Nelson River Drainage Area,2111,211113,49.426347,-102.743593
0000027627,Agropur Cooperative,Agropur Coopérative - Usine de Lethbridge,"Diamond City, Lethbridge",Lethbridge County,Lethbridge,Lethbridge--Medicine Hat,AB,T0K 0T0,Prairie,Nelson River Drainage Area,3115,311515,49.802725,-112.825538
0000027628,Agropur Cooperative,Agropur Coopérative - Usine de Ottawa,Orleans,Ottawa,Ottawa - Gatineau (Ontario part / partie de l'Ontario),Ottawa,ON,K4A 3N3,MixedWood Plain,St. Lawrence Drainage Area,3115,311515,45.494363,-75.475709
0000027631,Surge Energy Inc.,Westerose Oil Battery 12-29,N/A,Wetaskiwin County No. 10, ,Edmonton,AB,N/A,Boreal PLain,Nelson River Drainage Area,2111,211113,52.911711,-114.262379
0000027638,Bellatrix Exploration Ltd.,Ferrier Compressor Station 13-05,n/a,Brazeau County, ,Edmonton,AB,n/a,Boreal PLain,Nelson River Drainage Area,2111,211113,52.856164,-115.279826
0000027655,Canadian Natural Resources Limited,Wapiti Compressor Station 03-32-065-07W6,n/a,Greenview No. 16, ,Athabasca--Grande Prairie--Peace River,AB,n/a,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,54.66527,-119.026311
0000027676,Velvet Energy Ltd.,Velvet 08-33-054-17W5,Yellowhead County,Yellowhead County, ,Banff--Jasper--Rocky Mountain House,AB,T0E 0G0,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,53.70713,-116.437086
0000027680,Agropur Cooperative,Agropur Coopérative - Usine de Québec,Québec,Québec,Québec,Capitale-Nationale,QC,G1L 3M9,MixedWood Plain,St. Lawrence Drainage Area,3115,311515,46.834214,-71.242833
0000027681,Agropur Cooperative,Agropur Coopérative - Usine de Saint-Damase,Saint-Damase,Saint-Damase, ,Montérégie,QC,J0H 1J0,MixedWood Plain,St. Lawrence Drainage Area,3115,311515,45.530365,-73.004873
0000027682,Agropur Cooperative,Agropur Coopérative - Usine de Saint-Laurent,Ville Saint-Laurent,Montréal,Montréal,Montréal,QC,H4N 1S3,MixedWood Plain,St. Lawrence Drainage Area,3115,311515,45.526495,-73.65834
0000027683,Agropur Cooperative,Agropur Coopérative - Usine de Victoria,Victoria,Victoria,Victoria,Vancouver Island and Coast / Île de Vancouver et la côte,BC,V8T 4H3,Pacific Maritime,Pacific Drainage Area,3115,311515,48.433751,-123.361646
0000027688,Chevron Canada Resources,LIARD C-011-J/094-O-05,"Liard Highway, Northern Rockies A",Northern Rockies, ,Northeast / Nord-est,BC,N/A,Taiga Plain,Arctic Drainage Area,2111,211113,59.43125,-123.63437
0000027689,Canadian Natural Resources Limited,Ojay Comp Stn D-013-G,n/a,Peace River D, ,Northeast / Nord-est,BC,n/a,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,54.596482,-120.155334
0000027691,Bearspaw Petroleum Ltd.,12-30-37-20 W4M,Stettler,Stettler County No. 6, ,Camrose--Drumheller,AB,T0C 2L0,Prairie,Nelson River Drainage Area,2111,211113,52.21056,-112.86002
0000027692,Bearspaw Petroleum Ltd.,13-19-36-20 W4M,Stettler,Stettler County No. 6, ,Camrose--Drumheller,AB,T0C 2L0,Prairie,Nelson River Drainage Area,2111,211113,52.11194,-112.85907
0000027693,Bearspaw Petroleum Ltd.,6-21-38-20W4M,Stettler,Stettler County No. 6, ,Camrose--Drumheller,AB,N/A,Prairie,Nelson River Drainage Area,2111,211113,52.2795,-112.80565
0000027694,"Blommer Chocolate Company of Canada, inc.",Blommer Campbellford,Campbellford,Trent Hills, ,Muskoka--Kawarthas,ON,K0L 1L0,MixedWood Plain,St. Lawrence Drainage Area,3113,311351,44.30406,-77.79439
0000027699,Granite Oil Corporation,Ferguson CS 3-25-3-17W4,Warner,Warner County No. 5, ,Lethbridge--Medicine Hat,AB,T0K 2L0,Prairie,Mississippi River Drainage Area,2111,211113,49.23378,-112.17199
0000027700,Granite Oil Corporation,Ferguson Oil Bty 1-21-3-17W4,Milk River,Warner County No. 5, ,Lethbridge--Medicine Hat,AB,T0K 1M0,Prairie,Mississippi River Drainage Area,2111,211113,49.2191,-112.22813
0000027701,Dow AgroSciences Canada Inc,DowAgroBlenheim,Blenheim,Chatham-Kent,Chatham-Kent,Windsor--Sarnia,ON,N0P 1A0,MixedWood Plain,St. Lawrence Drainage Area,1151,115110,42.333808,-82.005729
0000027702,Coastal Resources Ltd.,Markerville Compressor Station 11-21-036-02W5,Markerville,Red Deer County, ,Red Deer,AB,T0C 2J0,Prairie,Nelson River Drainage Area,2111,211113,52.1112,-114.2318
0000027704,Flexmaster Canada Limited,Flexmaster Canada,Etobicoke,Toronto,Toronto,Toronto,ON,M9W 5C3,MixedWood Plain,St. Lawrence Drainage Area,3329,332999,43.703702,-79.60954
0000027706,Industries Technopaint Inc.,Usine 2,Sainte-Clotilde de Beauce,Sainte-Clotilde-de-Beauce, ,Chaudière-Appalaches,QC,G0N 1C0,Atlantic Maritime,St. Lawrence Drainage Area,3328,332810,46.132344,-71.034749
0000027707,Inter-Cité construction Ltée.,usine #08-1 (Larouche),larouche,Larouche,Saguenay,Saguenay--Lac-Saint-Jean,QC,G0W 1Z0,Boreal Shield,St. Lawrence Drainage Area,3241,324121,48.44389,-71.50889
0000027708,Atlas Roofing Corporation,Atlas Vancouver,Delta,Delta,Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,BC,V3M 5R4,Pacific Maritime,Pacific Drainage Area,3261,326140,49.171826,-122.936904
0000027709,Aux Sable Canada Ltd.,Aux Sable Heartland Offgas Plant,Fort Saskatchewan,Fort Saskatchewan,Edmonton,Edmonton,AB,N/A,Prairie,Nelson River Drainage Area,3241,324190,53.77095,-113.137
0000027710,Canadian Energy Services LP,PureChem,Carlyle,Moose Mountain No. 63, ,Regina--Moose Mountain,SK,S0C 0R0,Prairie,Nelson River Drainage Area,3259,325999,49.610587,-102.255779
0000027711,Cargill Limited,"Cargill AgHorizons, Blackie, AB",Blackie,Foothills No. 31, ,Calgary,AB,T0L 0J0,Prairie,Nelson River Drainage Area,4183,418390,50.606074,-113.61933
0000027715,Glencore Canada Corporation,XPS Centre,Falconbridge,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,Northeast / Nord-est,ON,P0M 1S0,Boreal Shield,St. Lawrence Drainage Area,5413,541380,46.57831,-80.80763
0000027716,Atlantic Biodiesel Corporation,Atlantic Biodiesel Corporation,Welland,Welland,St. Catharines - Niagara,Hamilton--Niagara Peninsula,ON,L3B 6A7,MixedWood Plain,St. Lawrence Drainage Area,3251,325190,42.95076,-79.24184
0000027722,Baytex Energy Ltd, Poundmaker 01-10-044-23W3, Poundmaker,Hillsdale No. 440, ,Saskatoon--Biggar,SK,N/A,Prairie,Nelson River Drainage Area,2111,211113,52.77118,-109.24893
0000027723,Baytex Energy Ltd, Seal 01-04-084-19W5,Seal,Northern Sunrise County, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,56.24838,-116.92976
0000027726,Baytex Energy Ltd,Carruthers North 02-36-046-24W3,Carruthers North,Hillsdale No. 440, ,Saskatoon--Biggar,SK,N/A,Prairie,Nelson River Drainage Area,2111,211113,53.00397,-109.20651
0000027727,Baytex Energy Ltd,Epping 03-26-046-28W3,Epping,Wilton No. 472,Lloydminster (Saskatchewan part / partie de la Saskatchewan),Prince Albert,SK,N/A,Prairie,Nelson River Drainage Area,2111,211113,52.98918,-109.96223
0000027731,Baytex Energy Ltd,Hoosier 02-16-031-26W3,Hoosier,Prairiedale No. 321, ,Saskatoon--Biggar,SK,N/A,Prairie,Nelson River Drainage Area,2111,211113,51.65067,-109.62805
0000027738,Baytex Energy Ltd,Harmon Valley 05-12-084-19W5,Seal,Northern Sunrise County, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,56.26541,-116.82091
0000027739,Baytex Energy Ltd,Seal 04-15-084-19W5,Seal,Northern Sunrise County, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,56.27747,-116.92298
0000027740,Baytex Energy Ltd,Seal 04-20-084-18W5,Seal,Northern Sunrise County, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,56.29193,-116.81779
0000027741,Baytex Energy Ltd,Seal 05-32-084-18W5,Seal,Northern Sunrise County, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,56.32463,-116.8178
0000027744,Baytex Energy Ltd,Seal 09-04-084-19W5,Seal,Northern Sunrise County, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,56.25561,-116.92977
0000027748,Electro-Shred Ltd.,Electro-Shred Ltd.,Brantford,Brantford,Brantford,Hamilton--Niagara Peninsula,ON,N3S 7V8,MixedWood Plain,St. Lawrence Drainage Area,5622,562210,43.163319,-80.227568
0000027750,Baytex Energy Ltd,Cadotte WD 10-28-084-18W5,Cadotte Lake,Northern Sunrise County, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211114,56.31375,-116.77863
0000027752,ArcelorMittal Infrastructure Canada,Installations portuaires de Port-Cartier,Port-Cartier,Port-Cartier, ,Côte-Nord,QC,G5B 2H3,Boreal Shield,St. Lawrence Drainage Area,4883,488310,50.0334,-66.791
0000027754,Rainbow Concrete Industries Inc.,Rainbow Concrete Industries Inc.,Sudbury,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,Northeast / Nord-est,ON,P3A 4R7,Boreal Shield,St. Lawrence Drainage Area,3273,327320,46.534939,-80.909995
0000027755,Richardson Pioneer Ltd.,Lacombe East,Lacombe,Lacombe County, ,Red Deer,AB,T4L 1W9,Prairie,Nelson River Drainage Area,4931,493110,52.457131,-113.638505
0000027756,Richardson Pioneer Ltd.,Assiniboia,Assiniboia,Stonehenge No. 73, ,Swift Current--Moose Jaw,SK,S0H 0B0,Prairie,Nelson River Drainage Area,4931,493110,49.6377,-106.01298
0000027757,Richardson Pioneer Ltd.,Carrot River (North) AU,Carrot River,Carrot River, ,Prince Albert,SK,S0E 0L0,Boreal PLain,Nelson River Drainage Area,4931,493110,53.28287,-103.57978
0000027758,Richardson Pioneer Ltd.,Kindersley,Kindersley,Kindersley, ,Saskatoon--Biggar,SK,S0L 1S0,Prairie,Nelson River Drainage Area,4931,493110,51.462,-109.1567
0000027759,Richardson Pioneer Ltd.,Maple Creek,Maple Creek,Maple Creek, ,Swift Current--Moose Jaw,SK,S0N 1N0,Prairie,Nelson River Drainage Area,4931,493110,49.91065,-109.47885
0000027761,Questfire Energy Corp,Westerose Comp Stn 09-06,Westerose,Wetaskiwin County No. 10, ,Edmonton,AB,T0C 2V0,Boreal PLain,Nelson River Drainage Area,2111,211113,52.9376,-114.2707
0000027762,Questfire Energy Corp,Bowmanton Comp Stn 08-20,Oberlin,Cypress County,Medicine Hat,Lethbridge--Medicine Hat,AB,T4N 5A3,Prairie,Nelson River Drainage Area,2111,211113,50.184238,-110.507315
0000027763,Safety-Kleen Canada Inc.,Brantford Branch,Brantford,Brantford,Brantford,Hamilton--Niagara Peninsula,ON,N3S 0A9,MixedWood Plain,St. Lawrence Drainage Area,5621,562110,43.16101,-80.22177
0000027764,Salford Group Inc.,Salford Farm Machinery,Salford,South-West Oxford, ,London,ON,N0J 1W0,MixedWood Plain,St. Lawrence Drainage Area,3329,332999,42.983758,-80.810502
0000027765,Saskatchewan Power Corporation,Nipawin Power Station,Nipawin,"Division No. 18, Unorganized", ,Northern / Nord,SK,S0E 1E0,Boreal PLain,Nelson River Drainage Area,2211,221111,54.19144,-104.23639
0000027766,Sleeman Breweries Ltd./Brasserie Sleeman Ltee.,Sleeman Unibroue - Chambly,Chambly,Chambly,Montréal,Montérégie,QC,J3L 2H6,MixedWood Plain,St. Lawrence Drainage Area,3121,312120,45.441,-73.26205
0000027767,Secure Energy Services Inc.,Judy Creek FST,Whitecourt,Big Lakes County, ,Athabasca--Grande Prairie--Peace River,AB,T7S 1N8,Boreal PLain,Great Slave Lake Drainage Area,5622,562210,54.50528,-115.41638
0000027768,Secure Energy Services Inc.,Rocky FST,Rocky Mountain House,Clearwater County, ,Banff--Jasper--Rocky Mountain House,AB,T4T 1B3,Boreal PLain,Nelson River Drainage Area,5622,562210,52.408323,-115.101038
0000027770,TORC Oil & Gas Ltd.,TORC Amelia SWB 03-26-009-27W4,n/a,Willow Creek No. 26, ,Lethbridge--Medicine Hat,AB,n/a,Prairie,Nelson River Drainage Area,2111,211113,49.771951,-113.570696
0000027771,TORC Oil & Gas Ltd.,TORC BRAZ Oil Battery 16-34-045-12W5,n/a,Yellowhead County, ,Banff--Jasper--Rocky Mountain House,AB,n/a,Boreal PLain,Nelson River Drainage Area,2111,211113,52.93048,-115.64966
0000027779,TORC Oil & Gas Ltd.,Torc Pearce Oil Battery 04-25-009-25W4,n/a,Willow Creek No. 26, ,Lethbridge--Medicine Hat,AB,n/a,Prairie,Nelson River Drainage Area,2111,211113,49.757731,-113.273864
0000027781,BlackPearl Resources Inc.,13-14-72-8W5M Pad,Slave Lake,Big Lakes County, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,55.24153,-115.12679
0000027782,BlackPearl Resources Inc.,5-22-72-8W5M Pad,Slave Lake,Big Lakes County, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,55.24871,-115.15239
0000027784,Canadian National Steel Corporation,Camrose Tubulars,Camrose,Camrose,Camrose,Camrose--Drumheller,AB,T4V 2N8,Prairie,Nelson River Drainage Area,3312,331210,53.0264,-112.80647
0000027790,Craft Oil Inc.,Clairmont 06-07,Grande Prairie,Grande Prairie County No. 1, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,55.220931,-118.603641
0000027794,Euro-Rite Cabinets Ltd.,EURO-RITE CABINETS,Pitt Meadows,Pitt Meadows,Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,BC,V3Y 0E2,Pacific Maritime,Pacific Drainage Area,3371,337110,49.2054,-122.691
0000027804,Baytex Energy Ltd,Reno 13-14-079-20W5,Reno,Smoky River No. 130, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,55.851572,-117.024819
0000027806,Baytex Energy Ltd,Seal 12-29-084-18W5,Seal,Northern Sunrise County, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,56.31379,-116.8178
0000027808,Baytex Energy Ltd,Seal 13-17-084-18W5,Seal,Northern Sunrise County, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,56.28832,-116.81779
0000027811,Baytex Energy Ltd,Tangleflags 13-18-050-25W3,Tangleflags,Britannia No. 502, ,Prince Albert,SK,N/A,Prairie,Nelson River Drainage Area,2111,211113,53.30594,-109.6601
0000027812,DCL International Inc.,Bradwick,Concord,Vaughan,Toronto,Toronto,ON,L4K 1K5,MixedWood Plain,St. Lawrence Drainage Area,3363,336390,43.81595,-79.48769
0000027813,DCL International Inc.,Millway,Concord,Vaughan,Toronto,Toronto,ON,L4K 3V5,MixedWood Plain,St. Lawrence Drainage Area,3363,336390,43.80687,-79.53048
0000027814,"Dufferin Aggregates, a Division of CRH Canada Group Inc.",Butler Pit,Cambridge,North Dumfries,Kitchener - Cambridge - Waterloo,Kitchener--Waterloo--Barrie,ON,N0B 2J0,MixedWood Plain,St. Lawrence Drainage Area,2123,212323,43.351303,-80.3558
0000027815,EPCOR Distribution and Transmission,North Service Centre,Edmonton,Edmonton,Edmonton,Edmonton,AB,T5G 2S7,Prairie,Nelson River Drainage Area,2211,221122,53.57571,-113.50621
0000027816,EPCOR Distribution and Transmission,South Service Centre,Edmonton,Edmonton,Edmonton,Edmonton,AB,T6E 5W4,Prairie,Nelson River Drainage Area,2211,221122,53.49322,-113.46222
0000027817,Express Pipeline Limited Partnership,Spectra Energy Hardisty Terminal,Hardisty,Provost No. 52, ,Camrose--Drumheller,AB,T0B 1V0,Prairie,Nelson River Drainage Area,4861,486110,52.6347,-111.26412
0000027818,"FS Partners, a division of Growmark",Alliston,Alliston,New Tecumseth,Toronto,Kitchener--Waterloo--Barrie,ON,L9R 1E4,MixedWood Plain,St. Lawrence Drainage Area,4931,493130,44.149,-79.87
0000027819,Hi-Pro Feeds,Hi-Pro Feeds Carman,Carman,Dufferin, ,South Central / Centre sud,MB,R0G 0J0,Prairie,Nelson River Drainage Area,3111,311119,49.497762,-98.000803
0000027820,Bellatrix Exploration Ltd.,Baptiste Comp Stn 06-21,n/a,Clearwater County, ,Banff--Jasper--Rocky Mountain House,AB,n/a,Boreal PLain,Nelson River Drainage Area,2111,211113,52.717884,-115.249629
0000027822,Hi-Pro Feeds,Hi-Pro Feeds Olds,Olds,Olds, ,Calgary,AB,T4H 1V1,Prairie,Nelson River Drainage Area,3111,311119,51.781386,-114.10339
0000027823,Hi-Pro Feeds,Hi-Pro Feeds Ponoka,Ponoka,Ponoka, ,Red Deer,AB,T4J 1J8,Prairie,Nelson River Drainage Area,3111,311119,52.671176,-113.608534
0000027824,Hi-Pro Feeds,Hi-Pro Feeds Sherwood Park,Sherwood Park,Strathcona County,Edmonton,Edmonton,AB,T8H 2J6,Prairie,Nelson River Drainage Area,3111,311119,53.57788,-113.28536
0000027825,Hi-Pro Feeds,Hi-Pro Feeds Ste. Anne,Ste. Anne,Taché,Winnipeg,Southeast / Sud-est,MB,R5H 1R1,Prairie,Nelson River Drainage Area,3111,311119,49.663873,-96.775678
0000027826,Brion Energy Corporation,MacKay River Commercial Project,Ft McMurray,Wood Buffalo,Wood Buffalo,Wood Buffalo--Cold Lake,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211114,56.79043,-112.09594
0000027828,Mosaic Energy Ltd.,Jayar 06-08-062-03W6,CALGARY,Greenview No. 16, ,Athabasca--Grande Prairie--Peace River,AB,T2P 1T1,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,54.3468,-118.41578
0000027829,Manitoba Hydro,Wuskwatim Generating Station,Wuskwatim,"Division No. 22, Unorganized", ,North / Nord,MB,N/A,Boreal Shield,Nelson River Drainage Area,2211,221111,55.538319,-98.493781
0000027830,McAsphalt Industries Ltd.,Winnipeg Terminal,Winnipeg,Winnipeg,Winnipeg,Winnipeg,MB,R2J 0R7,Prairie,Nelson River Drainage Area,3241,324121,49.88696,-97.07127
0000027831,Murphy Oil Company Ltd.,Cliffdale 01-14-084-18W5,Seal Lake Field,Northern Sunrise County, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,56.27841,-116.742589
0000027832,Murphy Oil Company Ltd.,Cliffdale 16-11-084-18W5,Seal Lake Field,Northern Sunrise County, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,56.27364,-116.71933
0000027833,Murphy Oil Company Ltd.,Seal 03-05 Prorated Battery,Seal Lake Field,Northern Sunrise County, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,56.16144,-116.17895
0000027837,NAL Resources Management,NAL Dodsland 08-04-33-20-3,Dodsland,Winslow No. 319, ,Saskatoon--Biggar,SK,N/A,Prairie,Nelson River Drainage Area,2111,211113,51.79974,-108.77141
0000027845,Inplay Oil Corp.,TALISMAN PEMBINA 08-30-046-01W5,TALISMAN PEMBINA,Wetaskiwin County No. 10, ,Edmonton,AB,N/A,Boreal PLain,Nelson River Drainage Area,2111,211113,52.99249,-114.12272
0000027848,Northland Power Inc.,North Battleford G.S.,RM of North Battleford,North Battleford No. 437,North Battleford,Prince Albert,SK,S9A 3L8,Prairie,Nelson River Drainage Area,2211,221112,52.68323,-108.17154
0000027849,Northern Blizzard Resources Inc.,Plover North 6-31 Compressor,Calgary,Heart's Hill No. 352, ,Saskatoon--Biggar,AB,T2P 4K9,Prairie,Nelson River Drainage Area,2111,211113,52.04707,-109.70784
0000027850,R.W. TOMLINSON LIMITED,Brechin Quarry,KAWARTHA LAKES,Kawartha Lakes,Kawartha Lakes,Muskoka--Kawarthas,ON,L0K 1B0,MixedWood Plain,St. Lawrence Drainage Area,2123,212315,44.60134,-79.103397
0000027851,Richardson Pioneer Ltd.,Vulcan,Vulcan,Vulcan County, ,Camrose--Drumheller,AB,T0L 2B0,Prairie,Nelson River Drainage Area,4931,493110,50.38289,-113.242531
0000027853,Rio Tinto Alcan Inc,Aluminerie Arvida - Centre technologique AP60,Jonquière,Saguenay,Saguenay,Saguenay--Lac-Saint-Jean,QC,G7S 0C9,Boreal Shield,St. Lawrence Drainage Area,3313,331313,48.431927,-71.156743
0000027856,Shell Canada Upstream,Saturn Gas Processing and Production IF-a,Fort St. John,Peace River E, ,Northeast / Nord-est,BC,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,55.962,-121.075
0000027858,Progress Energy Canada Ltd.,W Gundy B-032-B/094-B-16,Gundy Creek,Peace River B, ,Northeast / Nord-est,BC,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,56.777,-122.14832
0000027860,Cartier Chemicals Ltd.,same,Lachine,Montréal,Montréal,Montréal,QC,H8T 1C8,MixedWood Plain,St. Lawrence Drainage Area,3256,325610,45.46549,-73.699562
0000027861,Obsidian Energy Ltd.,Seal Bitumen Battery 04-30,N/A,Northern Sunrise County, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211114,56.306537,-116.84421
0000027865,TAQA North Ltd.,Find Pembina Blue Rapids GGB,PEMBINA,Brazeau County, ,Edmonton,AB,N/A,Boreal PLain,Nelson River Drainage Area,2111,211113,53.03535,-115.290189
0000027866,Japan Canada Oil Sands Limited,Hangingstone Expansion Project,RM of Wood Buffalo,Wood Buffalo,Wood Buffalo,Wood Buffalo--Cold Lake,AB,T9H 3G2,Boreal PLain,Great Slave Lake Drainage Area,2111,211114,56.27721,-111.62239
0000027867,Electrical Components Canada Inc.,ECI Tillsonburg,Tillsonburg,Tillsonburg,Tillsonburg,London,ON,N4G 2P9,MixedWood Plain,St. Lawrence Drainage Area,3363,336320,42.853808,-80.716318
0000027876,Cortina Kitchens Inc.,Cortina Kitchens Inc.,Woodbridge,Vaughan,Toronto,Toronto,ON,L4L 8L6,MixedWood Plain,St. Lawrence Drainage Area,3371,337110,43.77273,-79.61172
0000027877,HARVEST OPERATIONS CORP.,BILBO GAS PLANT,na,Greenview No. 16, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,54.649058,-118.92829
0000027878,HARVEST OPERATIONS CORP.,Gote Compressor Station D-037-D,Gote,Northern Rockies, ,Northeast / Nord-est,BC,N/A,Taiga Plain,Arctic Drainage Area,2111,211113,59.53125,-121.953125
0000027880,Lauzon planchers de bois exclusifs inc.,Lauzon planchers de bois exclusifs inc.,St-Norbert,Saint-Norbert, ,Lanaudière,QC,J0K 3C0,MixedWood Plain,St. Lawrence Drainage Area,3211,321111,46.1608,-73.30181
0000027881,NALCO Canada ULC,Provost (Champ Tech),Provost,Provost, ,Camrose--Drumheller,AB,T0B 3S0,Prairie,Nelson River Drainage Area,4184,418410,52.35623,-110.25765
0000027885,Repsol Oil & Gas Canada Inc.,Vantage 15-16 Compressor Station,n/a,Provost No. 52, ,Camrose--Drumheller,AB,n/a,Prairie,Nelson River Drainage Area,2111,211113,52.275538,-110.800597
0000027887,HARVEST OPERATIONS CORP.,Lloyd 15-06-049-02W4 Battery,na,Vermilion River County, ,Camrose--Drumheller,AB,N/A,Prairie,Nelson River Drainage Area,2111,211113,53.203486,-110.282691
0000027888,HARVEST OPERATIONS CORP.,NEWPORT ROSEVEAR 5-3,na,Yellowhead County, ,Banff--Jasper--Rocky Mountain House,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,53.721253,-116.302649
0000027894,Canadian Natural Resources Limited,Septimus 08-22 Gas Plant,n/a,Peace River E, ,Northeast / Nord-est,BC,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,56.034,-120.875
0000027900,Tamarack Acquisition Corp.,Redwater Battery 14-20-055-19W4,Lamont,Lamont County, ,Camrose--Drumheller,AB,N/A,Prairie,Nelson River Drainage Area,2111,211113,53.77307,-112.79224
0000027901,XTO Energy Canada ULC,South Kaybob 02-20,Calgary,Greenview No. 16, ,Athabasca--Grande Prairie--Peace River,AB,T2C 5N1,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,54.19755,-116.80826
0000027902,XTO Energy Canada ULC,Fir 01-32,Calgary,Greenview No. 16, ,Athabasca--Grande Prairie--Peace River,AB,T2C 5N1,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,54.13815,-117.25256
0000027903,Windsor Micro Medical Devices Company,Windsor Micro Medical Devices Company,Oldcastle,Tecumseh,Windsor,Windsor--Sarnia,ON,N0R 1L0,MixedWood Plain,St. Lawrence Drainage Area,3391,339110,42.23287,-82.96926
0000027904,Whitecap Resources Inc.,LUCKY HILLS 1-29-30-23W3,na,Kindersley No. 290, ,Saskatoon--Biggar,SK,N/A,Prairie,Nelson River Drainage Area,2111,211113,51.59197,-109.19259
0000027906,WestJet,St. John's Airport,St. John's,St. John's,St. John's,Avalon Peninsula,NL,A1A 5T2,Boreal Shield,St. Lawrence Drainage Area,4811,481110,47.61385,-52.74419
