NPRI ID,Company Name,Facility Name,City,Census Subdivision,Census Area or Census Metropolitan Area,Economic Region,Province,Postal Code,Terrestrial Ecozone,Watershed,NAICS 4 Code,NAICS 6 Code,Latitude,Longitude
0000000001,Alberta-Pacific Forest Industries Inc.,Alberta-Pacific Forest Industries Inc.,County of Athabasca,Athabasca County, ,Athabasca--Grande Prairie--Peace River,AB,T0A 0M0,Boreal PLain,Great Slave Lake Drainage Area,3221,322112,54.923116,-112.861867
0000000011,Hexion Canada Inc.,Hexion Canada Inc. - Edmonton Facility,Edmonton,Edmonton,Edmonton,Edmonton,AB,T5V 1E1,Prairie,Nelson River Drainage Area,3252,325210,53.5823,-113.5886
0000000015,Baycoat Ltd.,Baycoat,Hamilton,Hamilton,Hamilton,Hamilton--Niagara Peninsula,ON,L8N 3K7,MixedWood Plain,St. Lawrence Drainage Area,3328,332810,43.2428,-79.7503
0000000021,Bolton Steel Tube Co. Ltd.,Bolton Plant,Bolton,Caledon,Toronto,Toronto,ON,L7E 5B8,MixedWood Plain,St. Lawrence Drainage Area,3312,331210,43.8656,-79.7308
0000000028,BASF Canada Inc.,CORNWALL SITE,Cornwall,Cornwall,Cornwall,Ottawa,ON,K6J 2B5,MixedWood Plain,St. Lawrence Drainage Area,3251,325190,45.0189,-74.7551
0000000031,BASF Canada Inc.,Windsor Site,Windsor,Windsor,Windsor,Windsor--Sarnia,ON,N9A 5Y1,MixedWood Plain,St. Lawrence Drainage Area,3255,325510,42.3111,-83.0456
0000000034,BASF Canada Inc.,TORONTO SITE,Toronto,Toronto,Toronto,Toronto,ON,M9W 1K1,MixedWood Plain,St. Lawrence Drainage Area,3252,325210,43.6903,-79.5972
0000000040,Masonite International Corporation,Lemieux,Windsor,Windsor, ,Estrie,QC,J1S 2T2,Atlantic Maritime,St. Lawrence Drainage Area,3219,321999,45.582729,-71.995388
0000000054,Glencore Canada Corporation,Brunswick Mine,Bathurst,Bathurst,Bathurst,Campbellton--Miramichi,NB,E8G 2M1,Atlantic Maritime,Maritime Provinces Drainage Area,2122,212231,47.4717,-65.8897
0000000057,Bombardier Inc.,USINE DE LA POCATIÈRE,La Pocatière,La Pocatière, ,Bas-Saint-Laurent,QC,G0R 1Z0,MixedWood Plain,St. Lawrence Drainage Area,3365,336510,47.3594,-70.0509
0000000064,B&W Heat Treating Canada ULC,Plant No. 1,Kitchener,Kitchener,Kitchener - Cambridge - Waterloo,Kitchener--Waterloo--Barrie,ON,N2G 2C3,MixedWood Plain,St. Lawrence Drainage Area,3328,332810,43.4036,-80.4608
0000000070,TI Automotive Canada Inc.,Bramalea Plant,Bramalea,Brampton,Toronto,Toronto,ON,L6T 1G3,MixedWood Plain,St. Lawrence Drainage Area,3363,336340,43.7028,-79.7039
0000000079,GE Water & Process Technologies Canada,GE Water & Process Technologies Canada - EDMONTON,Edmonton,Edmonton,Edmonton,Edmonton,AB,T5L 2H8,Prairie,Nelson River Drainage Area,3259,325999,53.5894,-113.5747
0000000092,CCL Container Canada,CCL Container - Aerosol Division Penetanguishene,Penetanguishene,Penetanguishene,Midland,Kitchener--Waterloo--Barrie,ON,L9M 2G2,MixedWood Plain,St. Lawrence Drainage Area,3313,331317,44.7775,-79.9147
0000000099,Les Mines Agnico-Eagle,Division Laronde,Rouyn-Noranda,Rouyn-Noranda,Rouyn-Noranda,Abitibi-Témiscamingue,QC,J0Y 1C0,Boreal Shield,St. Lawrence Drainage Area,2122,212220,48.2375,-78.3958
0000000105,Aldex Chemical Co. Ltd.,ALDEX CHEMICAL,Granby,Granby,Granby,Montérégie,QC,J2G 8V1,MixedWood Plain,St. Lawrence Drainage Area,3399,339990,45.3907,-72.7547
0000000106,Canadian Natural Resources Limited,Dunvegan Sour Gas Plant,Fairview,Fairview No. 136, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,55.9967,-118.5336
0000000109,Alumabrite Anodizing,ALUMABRITE ANODIZING,Hamilton,Hamilton,Hamilton,Hamilton--Niagara Peninsula,ON,L8E 3L9,MixedWood Plain,St. Lawrence Drainage Area,3313,331317,43.2344,-79.7439
0000000111,Apotex Inc.,Apotex Inc. 150 Signet Drive,Toronto,Toronto,Toronto,Toronto,ON,M9L 1T9,MixedWood Plain,St. Lawrence Drainage Area,3254,325410,43.7639,-79.5408
0000000123,Associated Tube Industries,A.T.I,Markham,Markham,Toronto,Toronto,ON,L3R 1A7,MixedWood Plain,St. Lawrence Drainage Area,3312,331210,43.8236,-79.3514
0000000125,Atlantic Packaging Products Ltd.,Whitby,Whitby,Whitby,Oshawa,Toronto,ON,L1N 9E1,MixedWood Plain,St. Lawrence Drainage Area,3221,322121,43.8606,-78.9017
0000000126,Celanese EVA Performance Polymers Inc.,Edmonton Site,Edmonton,Edmonton,Edmonton,Edmonton,AB,T6A 0L2,Prairie,Nelson River Drainage Area,3252,325210,53.5397,-113.4092
0000000144,CAE Inc.,Usine de Saint-Laurent,Saint-Laurent,Montréal,Montréal,Montréal,QC,H4T 1G6,MixedWood Plain,St. Lawrence Drainage Area,3364,336410,45.4769,-73.7028
0000000151,Inossman North American Corp.,CANADA ALLOY CASTINGS,Kitchener,Kitchener,Kitchener - Cambridge - Waterloo,Kitchener--Waterloo--Barrie,ON,N2C 1S2,MixedWood Plain,St. Lawrence Drainage Area,3315,331514,43.4005,-80.4475
0000000152,Carpenter Canada Co - Calgary,Calgary Division,Calgary,Calgary,Calgary,Calgary,AB,T2C 2A9,Prairie,Nelson River Drainage Area,3261,326150,51.0011,-113.9808
0000000156,Canada Colors & Chemicals Ltd.,MONTREAL FACILITY,Saint-Laurent,Montréal,Montréal,Montréal,QC,H4S 1V1,MixedWood Plain,St. Lawrence Drainage Area,4184,418410,45.4939,-73.7615
0000000158,Canada Metal North America Ltd,Usine St-Léonard,Saint-Léonard,Montréal,Montréal,Montréal,QC,H1P 2B1,MixedWood Plain,St. Lawrence Drainage Area,3315,331529,45.5973,-73.5841
0000000159,Bunge Canada Holdings I ULC,BUNGE CANADA - ALTONA PLANT,Altona,Altona, ,South Central / Centre sud,MB,R0B 0G0,Prairie,Nelson River Drainage Area,3112,311224,49.1108,-97.566
0000000161,Bunge Canada Holdings I ULC,Bunge Canada - Hamilton Plant,Hamilton,Hamilton,Hamilton,Hamilton--Niagara Peninsula,ON,L8G 3G7,MixedWood Plain,St. Lawrence Drainage Area,3112,311224,43.2683,-79.8506
0000000163,Bunge Canada Holdings I ULC,BUNGE CANADA - NIPAWIN PLANT,Nipawin,Nipawin No. 487, ,Prince Albert,SK,S0E 1E0,Boreal PLain,Nelson River Drainage Area,3112,311224,53.3252,-104.027
0000000174,GreenMantra Technologies,GreenMantra Technologies,Brantford,Brantford,Brantford,Hamilton--Niagara Peninsula,ON,N3S 5A1,MixedWood Plain,St. Lawrence Drainage Area,3259,325999,43.1483,-80.2556
0000000177,Coveright Surfaces Canada Inc.,COVERIGHT SURFACES CANADA,Cobourg,Hamilton, ,Muskoka--Kawarthas,ON,K9A 4R5,MixedWood Plain,St. Lawrence Drainage Area,3222,322220,43.9578,-78.1197
0000000179,KIK Holdco Company Inc.,Plant #1,Etobicoke,Toronto,Toronto,Toronto,ON,M9W 1M6,MixedWood Plain,St. Lawrence Drainage Area,3256,325610,43.7083,-79.5681
0000000181,KIK Holdco Company Inc.,Plant #2,Etobicoke,Toronto,Toronto,Toronto,ON,M9W 4J6,MixedWood Plain,St. Lawrence Drainage Area,3256,325610,43.7111,-79.5669
0000000185,A-Z Foam (2012) Ltd.,A-Z Foam (2012) Ltd.,Delta,Delta,Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,BC,V3M 5P6,Pacific Maritime,Pacific Drainage Area,3261,326150,49.1738,-122.9321
0000000188,Fonderie générale du Canada,"Fonderie Générale du Canada,Une compagnie Glencore",Lachine,Montréal,Montréal,Montréal,QC,H8S 1A8,MixedWood Plain,St. Lawrence Drainage Area,3314,331490,45.4483,-73.6744
0000000191,Centerline (Windsor) Ltd.,Electrodes Division,Windsor,Windsor,Windsor,Windsor--Sarnia,ON,N9J 3T8,MixedWood Plain,St. Lawrence Drainage Area,3335,333511,42.2522,-83.0997
0000000199,FCA Canada Inc.,Etobicoke Casting Plant,Toronto,Toronto,Toronto,Toronto,ON,M8W 3S3,MixedWood Plain,St. Lawrence Drainage Area,3315,331523,43.5958,-79.5406
0000000201,City of Peterborough,PTBO WASTE WATER TREATMENT PLANT,Peterborough,Peterborough,Peterborough,Muskoka--Kawarthas,ON,K9J 1B6,MixedWood Plain,St. Lawrence Drainage Area,2213,221320,44.2754,-78.3165
0000000203,City of Thunder Bay,Bare Point Water Treatment Plant,Thunder Bay,Thunder Bay,Thunder Bay,Northwest / Nord-ouest,ON,P7B 5E4,Boreal Shield,St. Lawrence Drainage Area,2213,221310,48.4758,-89.1514
0000000205,City of Thunder Bay,Water Pollution Control Plant,Thunder Bay,Thunder Bay,Thunder Bay,Northwest / Nord-ouest,ON,P7C 2T3,Boreal Shield,St. Lawrence Drainage Area,2213,221320,48.3989,-89.225
0000000207,Colortech Inc.,COLORTECH INC. BRAMPTON,Brampton,Brampton,Toronto,Toronto,ON,L6T 3V1,MixedWood Plain,St. Lawrence Drainage Area,3261,326198,43.6972,-79.7044
0000000209,GreenField Specialty Alcohols Inc.,Tiverton,Tiverton,Kincardine, ,Stratford--Bruce Peninsula,ON,N0G 2T0,MixedWood Plain,St. Lawrence Drainage Area,3251,325190,44.3193,-81.5657
0000000209,GreenField Specialty Alcohols Inc.,Tiverton,Tiverton,Kincardine, ,Stratford--Bruce Peninsula,ON,N0G 2T0,MixedWood Plain,St. Lawrence Drainage Area,3251,325190,44.3193,-81.5657
0000000210,GreenField Specialty Alcohols Inc.,Brampton,Brampton,Brampton,Toronto,Toronto,ON,L6T 3Y4,MixedWood Plain,St. Lawrence Drainage Area,4184,418410,43.7375,-79.6931
0000000211,Ville de Québec,Incinérateur,Québec,Québec,Québec,Capitale-Nationale,QC,G1J 3V9,MixedWood Plain,St. Lawrence Drainage Area,5622,562210,46.828385,-71.220097
0000000214,Vibac Canada Inc.,Vibac du Canada,Montréal,Montréal,Montréal,Montréal,QC,H1B 5M5,MixedWood Plain,St. Lawrence Drainage Area,3255,325520,45.6483,-73.5172
0000000216,Triple M Metal LP,Scarborough,Toronto,Toronto,Toronto,Toronto,ON,M1L 4M7,MixedWood Plain,St. Lawrence Drainage Area,4181,418110,43.7214,-79.2781
0000000222,Cytec Canada Inc.,Welland Plant,Niagara Falls,Niagara Falls,St. Catharines - Niagara,Hamilton--Niagara Peninsula,ON,L2H 0Y2,MixedWood Plain,St. Lawrence Drainage Area,3259,325999,43.0472,-79.1583
0000000223,Daishowa-Marubeni International Ltd-Peace River Pulp,Peace River Pulp Division,MD of Northern Lights,Northern Lights County, ,Athabasca--Grande Prairie--Peace River,AB,T8S 1V7,Boreal PLain,Great Slave Lake Drainage Area,3221,322112,56.3772,-117.1756
0000000225,Dajcor Aluminum Ltd.,Dajcor Aluminum Ltd.,Chatham,Chatham-Kent,Chatham-Kent,Windsor--Sarnia,ON,N7M 0N5,MixedWood Plain,St. Lawrence Drainage Area,3313,331317,42.3903,-82.2136
0000000239,Cascades Canada ULC.,"Norampac Trenton, a Division of Cascades Canada ULC.",Trenton,Quinte West,Belleville,Kingston--Pembroke,ON,k8V 5R8,MixedWood Plain,St. Lawrence Drainage Area,3221,322121,44.1114,-77.5878
0000000250,Evonik Canada Inc.,Gibbons Site,Gibbons,Sturgeon County,Edmonton,Edmonton,AB,T0A 1N0,Prairie,Nelson River Drainage Area,3251,325189,53.8331,-113.1089
0000000252,"Dural, a Division of Multibond Inc",Dural Plant div Multibond.,Dorval,Dorval,Montréal,Montréal,QC,H9P 1C9,MixedWood Plain,St. Lawrence Drainage Area,3255,325520,45.4501,-73.7363
0000000254,Duro-Lak inc,Duro-Lak inc,Laval,Laval,Montréal,Laval,QC,H7L 3W2,MixedWood Plain,St. Lawrence Drainage Area,3255,325510,45.5849,-73.7518
0000000257,Lavo Inc.,Lavo Inc.,Montréal,Montréal,Montréal,Montréal,QC,H1C 2J3,MixedWood Plain,St. Lawrence Drainage Area,3256,325610,45.6572,-73.5398
0000000264,Ecolab Co.,Mississauga Plant,Mississauga,Mississauga,Toronto,Toronto,ON,L4W 2X5,MixedWood Plain,St. Lawrence Drainage Area,3256,325610,43.6285,-79.6344
0000000267,Capital Power Generation Services Inc.,Genesee Thermal Generating Station,Warburg,Leduc County,Edmonton,Edmonton,AB,T0C 2T0,Boreal PLain,Nelson River Drainage Area,2211,221112,53.344,-114.305
0000000276,ArcelorMittal Windsor a Division of ArcelorMittal Dofasco G.,ARCELORMITTAL WINDSOR A DIVISION OF ARCELORMITTAL DOFASCO G.,Windsor,Windsor,Windsor,Windsor--Sarnia,ON,N9C 0B7,MixedWood Plain,St. Lawrence Drainage Area,3328,332810,42.2605,-83.1002
0000000280,Dow Chemical Canada ULC,Western Canada Operations,Fort Saskatchewan,Fort Saskatchewan,Edmonton,Edmonton,AB,T8L 2P4,Prairie,Nelson River Drainage Area,3251,325190,53.7332,-113.175
0000000281,Dow Chemical Canada ULC,Varennes Facility,Varennes,Varennes,Montréal,Montérégie,QC,J3X 1P7,MixedWood Plain,St. Lawrence Drainage Area,3261,326140,45.7317,-73.4033
0000000286,Axalta Coating Systems Canada Company,Ajax Performance Coatings Division,Ajax,Ajax,Toronto,Toronto,ON,L1S 1R6,MixedWood Plain,St. Lawrence Drainage Area,3255,325510,43.8476,-79.0347
0000000302,AkzoNobel Pâte et performance Canada inc,Usine de Magog,Magog,Magog,Sherbrooke,Estrie,QC,J1X 3W5,Atlantic Maritime,St. Lawrence Drainage Area,3251,325189,45.2751,-72.1128
0000000308,Kemira Water Solutions Canada Inc.,Varennes,Varennes,Varennes,Montréal,Montérégie,QC,J3X 1T6,MixedWood Plain,St. Lawrence Drainage Area,3259,325999,45.711,-73.4228
0000000315,ESCO Limited,ESCO Limited,Port Hope,Port Hope,Port Hope,Muskoka--Kawarthas,ON,L1A 3W4,MixedWood Plain,St. Lawrence Drainage Area,3315,331514,43.9483,-78.2847
0000000319,Dyno Nobel Canada Inc.,North Bay,North Bay,North Bay,North Bay,Northeast / Nord-est,ON,P1B 8K2,Boreal Shield,St. Lawrence Drainage Area,3259,325920,46.2667,-79.3778
0000000322,General Dynamics OTS- Canada Valleyfield Inc.,General Dynamic OTS-Canada Valleyfield Inc.,Salaberry-de-Valleyfield,Salaberry-de-Valleyfield,Salaberry-de-Valleyfield,Montérégie,QC,J6S 4V9,MixedWood Plain,St. Lawrence Drainage Area,3259,325920,45.2867,-74.0717
0000000327,Irving Consumer Products Limited,Irving Tissue Corporation,Toronto,Toronto,Toronto,Toronto,ON,M6M 4Y4,MixedWood Plain,St. Lawrence Drainage Area,3221,322121,43.6944,-79.5059
0000000344,Chemtrade Logistics Inc.,Chemtrade - Thorold,Thorold,Thorold,St. Catharines - Niagara,Hamilton--Niagara Peninsula,ON,L2V 3Y7,MixedWood Plain,St. Lawrence Drainage Area,3259,325999,43.1101,-79.2092
0000000351,Infinity Rubber Technology Group,Infinity Rubber - Welland Plant,Welland,Welland,St. Catharines - Niagara,Hamilton--Niagara Peninsula,ON,L3B 0B4,MixedWood Plain,St. Lawrence Drainage Area,3262,326290,42.9977,-79.2389
0000000358,"Glopak, Division of Hood Packaging",USINE,Montreal,Montréal,Montréal,Montréal,QC,H1R 1A6,MixedWood Plain,St. Lawrence Drainage Area,3261,326114,45.5883,-73.62
0000000360,Goodfellow Inc.,"Goodfellow, DELSON",Delson,Delson,Montréal,Montérégie,QC,J5B 1V5,MixedWood Plain,St. Lawrence Drainage Area,3211,321114,45.3651,-73.5366
0000000362,Greater Vancouver Sewerage and Drainage District,Metro Vancouver Waste-to-Energy Facility,Burnaby,Burnaby,Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,BC,V3N 4V3,Pacific Maritime,Pacific Drainage Area,5622,562210,49.1866,-122.9785
0000000371,Flexstar Packaging Inc.,FLEXSTAR Packaging Richmond Operations,Richmond,Richmond,Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,BC,V6V 1W7,Pacific Maritime,Pacific Drainage Area,3231,323119,49.2004,-123.0772
0000000374,Halltech Inc.,HALLTECH INC.,Scarborough,Toronto,Toronto,Toronto,ON,M1E 2K2,MixedWood Plain,St. Lawrence Drainage Area,3255,325520,43.7644,-79.1697
0000000375,Harbour Indusries (Canada) Ltd.,Harbour industrie Canada,Farnham,Farnham, ,Montérégie,QC,J2N 2X3,MixedWood Plain,St. Lawrence Drainage Area,3359,335920,45.2928,-72.9617
0000000380,Filamat Composites Inc.,Rangeview Road Facility,Mississauga,Mississauga,Toronto,Toronto,ON,L5E 1G9,MixedWood Plain,St. Lawrence Drainage Area,3252,325220,43.5731,-79.5592
0000000383,Helmitin Inc.,Toronto Plant,Toronto,Toronto,Toronto,Toronto,ON,M8Z 5K7,MixedWood Plain,St. Lawrence Drainage Area,3255,325510,43.6253,-79.5419
0000000390,Héroux-Devtek Inc.,"Division Trains d'atterrissage, Longueuil",Longueuil,Longueuil,Montréal,Montérégie,QC,J4H 3N2,MixedWood Plain,St. Lawrence Drainage Area,3364,336410,45.537,-73.4973
0000000393,Home Hardware Stores Ltd.,Paint & Home Products Division,Burford,Brant,Brantford,Hamilton--Niagara Peninsula,ON,N0E 1A0,MixedWood Plain,St. Lawrence Drainage Area,3255,325510,43.0967,-80.4311
0000000397,Honda Canada Inc.,Alliston,Alliston,New Tecumseth,Toronto,Kitchener--Waterloo--Barrie,ON,L9R 1A2,MixedWood Plain,St. Lawrence Drainage Area,3361,336110,44.1486,-79.8408
0000000403,Husky Oil Operations Limited,Lloydminster Refinery,Lloydminster,Lloydminster (Part),Lloydminster (Alberta part / partie de l'Alberta),Camrose--Drumheller,AB,T9V 0R7,Prairie,Nelson River Drainage Area,3241,324110,53.2885,-110.0183
0000000405,Husky Oil Operations Limited,Prince George Refinery,Prince George,Prince George,Prince George,Cariboo,BC,V2L 4V4,Montane Cordillera,Pacific Drainage Area,3241,324110,53.9268,-122.7028
0000000407,Husky Oil Operations Limited,Ram River,Rocky Mountain House,Clearwater County, ,Banff--Jasper--Rocky Mountain House,AB,T4T 1A7,Boreal PLain,Nelson River Drainage Area,2111,211113,52.1463,-115.33
0000000409,Husky Oil Operations Limited,Lloydminster Upgrader,Lloydminster,Wilton No. 472,Lloydminster (Saskatchewan part / partie de la Saskatchewan),Prince Albert,SK,S9V 1M6,Prairie,Nelson River Drainage Area,2111,211114,53.26311,-109.94889
0000000422,Icynene Inc.,Manufacturing Facility,Mississauga,Mississauga,Toronto,Toronto,ON,L5N 2L7,MixedWood Plain,St. Lawrence Drainage Area,3251,325190,43.6269,-79.6647
0000000423,The International Group Inc.,Agincourt Plant,Toronto,Toronto,Toronto,Toronto,ON,M1S 2A8,MixedWood Plain,St. Lawrence Drainage Area,3241,324190,43.7841,-79.2763
0000000426,Pengrowth Energy Corporation,Quirk Creek Gas Plant,Millarville,Foothills No. 31, ,Calgary,AB,T0L 1K0,Boreal PLain,Nelson River Drainage Area,2111,211113,50.7477,-114.4947
0000000428,Imperial Oil Resources N.W.T. Limited,Norman Wells Central Processing Facility,Norman Wells,Norman Wells, ,Northwest Territories / Territoires du Nord-Ouest,NT,X0E 0V0,Taiga Plain,Arctic Drainage Area,2111,211113,65.2873,-126.8812
0000000432,Canadian Natural Resources Limited,Wapiti Gas Plant,Grovedale,Greenview No. 16, ,Athabasca--Grande Prairie--Peace River,AB,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,54.9527,-119.1953
0000000438,ARC Resources,Redwater Sour Gas Plant 01-29,n/a,Redwater,Edmonton,Edmonton,AB,N/A,Boreal PLain,Nelson River Drainage Area,2111,211113,53.9527,-113.078
0000000440,Pengrowth Energy Corporation,Judy Creek Gas Conservation Plant,Swan Hills,Big Lakes County, ,Athabasca--Grande Prairie--Peace River,AB,T0G 2C0,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,54.5723,-115.5229
0000000442,Imperial Oil Resources Limited,Cold Lake,Grande Centre,Bonnyville No. 87, ,Wood Buffalo--Cold Lake,AB,T0A 1T0,Boreal PLain,Western and Northern Hudson Bay Drainage Area,2111,211114,54.59702,-110.39972
0000000444,Vale Canada Limited,Copper Cliff Smelter,Copper Cliff,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,Northeast / Nord-est,ON,P0M 1N0,Boreal Shield,St. Lawrence Drainage Area,3314,331410,46.4786,-81.0553
0000000447,Diageo Canada Inc.,Usine de Valleyfield,Salaberry-de-Valleyfield,Salaberry-de-Valleyfield,Salaberry-de-Valleyfield,Montérégie,QC,J6T 2G9,MixedWood Plain,St. Lawrence Drainage Area,3121,312140,45.2561,-74.1197
0000000449,Ifastgroupe,INFASCO,Marieville,Marieville, ,Montérégie,QC,J3M 1P6,MixedWood Plain,St. Lawrence Drainage Area,3312,331221,45.431,-73.1673
0000000452,PC Forge - IMT Partnership,FORGE DIVISION,Port Colborne,Port Colborne,St. Catharines - Niagara,Hamilton--Niagara Peninsula,ON,L3K 5V7,MixedWood Plain,St. Lawrence Drainage Area,3321,332113,42.8855,-79.2297
0000000455,Ingot Metal Co. Ltd.,INGOT METAL COMPANY LIMITED,Weston,Toronto,Toronto,Toronto,ON,M9L 1M3,MixedWood Plain,St. Lawrence Drainage Area,3314,331410,43.7595,-79.5488
0000000464,Lebel Goodfellow Treating Inc.,Bancroft Treating,Bancroft,Bancroft, ,Kingston--Pembroke,ON,K0L 1C0,Boreal Shield,St. Lawrence Drainage Area,3211,321114,45.0467,-77.8322
0000000466,John E. Goudey Mfg. Ltd.,John E. Goudey Mfg Limited,Toronto,Toronto,Toronto,Toronto,ON,M6H 3V1,MixedWood Plain,St. Lawrence Drainage Area,3255,325510,43.6683,-79.4444
0000000476,Kitchen Craft of Canada,Kitchen Craft of Canada,Winnipeg,Winnipeg,Winnipeg,Winnipeg,MB,R2C 2Z2,Prairie,Nelson River Drainage Area,3371,337110,49.9302,-97.0258
0000000477,Kleen-Flo Tumbler Industries Ltd.,KLEEN-FLO TUMBLER INDUSTRIES LTD.,Brampton,Brampton,Toronto,Toronto,ON,L6T 4N1,MixedWood Plain,St. Lawrence Drainage Area,3259,325999,43.6967,-79.695
0000000479,Cariboo Pulp and Paper Company,Cariboo Pulp and Paper Company,Quesnel,Quesnel,Quesnel,Cariboo,BC,V2J 3J6,Montane Cordillera,Pacific Drainage Area,3221,322112,52.998,-122.483
0000000485,Ingredion Canada Incorporated,Ingredion Canada Incorporated - London Plant,London,London,London,London,ON,N6N 1E3,MixedWood Plain,St. Lawrence Drainage Area,3112,311221,42.9217,-81.1942
0000000488,Ingredion Canada Corporation,Ingredion Canada Incorporated  - Cardinal Plant,Cardinal,Edwardsburgh/Cardinal, ,Ottawa,ON,K0E 1E0,MixedWood Plain,St. Lawrence Drainage Area,3112,311221,44.785,-75.3767
0000000495,City of Windsor,Lou Romano Water Reclamation Plant,Windsor,Windsor,Windsor,Windsor--Sarnia,ON,N9C 4A5,MixedWood Plain,St. Lawrence Drainage Area,2213,221320,42.2833,-83.0864
0000000502,Cleartech Industries Inc.,Edmonton 142 Street Plant,Edmonton,Edmonton,Edmonton,Edmonton,AB,T5L 2G8,Prairie,Nelson River Drainage Area,3251,325181,53.5726,-113.566
0000000508,Kemira Chemicals Canada Inc.,DELTA FACILITY,Delta,Delta,Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,BC,V3M 5R4,Pacific Maritime,Pacific Drainage Area,3259,325999,49.1706,-122.9372
0000000517,O-I Canada Corp.,Plant #31 Brampton,Brampton,Brampton,Toronto,Toronto,ON,L6T 2J5,MixedWood Plain,St. Lawrence Drainage Area,3272,327214,43.7043,-79.7275
0000000536,ConocoPhillips Canada Energy Partnership,Wembley Gas Plant,Wembley,Grande Prairie County No. 1, ,Athabasca--Grande Prairie--Peace River,AB,T0H 3S0,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,55.3359,-119.223
0000000538,Crown Metal Packaging Canada LP,CROWN METAL PACKAGING CANADA LP - PLT. 245,Toronto,Toronto,Toronto,Toronto,ON,M9L 2Y9,MixedWood Plain,St. Lawrence Drainage Area,3329,332999,43.7581,-79.5361
0000000557,Crown Metal Packaging Canada LP,CROWN METAL PACKAGING CANADA LP - Plant 235,Calgary,Calgary,Calgary,Calgary,AB,T1X 1E1,Prairie,Nelson River Drainage Area,3329,332999,50.9873,-113.971
0000000566,Acorn Packaging Inc.,Acorn Packaging Inc.,Mississauga,Mississauga,Toronto,Toronto,ON,L5A 3X6,MixedWood Plain,St. Lawrence Drainage Area,3231,323119,43.5857,-79.5947
0000000571,CpK Interior Products Inc.,CpK Interior Products - Port Hope Operations,Port Hope,Port Hope,Port Hope,Muskoka--Kawarthas,ON,L1A 1C4,MixedWood Plain,St. Lawrence Drainage Area,3363,336360,43.9517,-78.2819
0000000577,Dextran Products Ltd.,DEXTRAN PRODUCTS LIMITED,Toronto,Toronto,Toronto,Toronto,ON,M1L 2H5,MixedWood Plain,St. Lawrence Drainage Area,3254,325410,43.7231,-79.2775
0000000606,ESCO Limited,ESCO - PORT COQUITLAM,Port Coquitlam,Port Coquitlam,Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,BC,V3C 1T1,Pacific Maritime,Pacific Drainage Area,3315,331514,49.2577,-122.7664
0000000612,Hitachi Construction Truck Manufacturing Ltd.,Hitachi,Guelph,Guelph,Guelph,Kitchener--Waterloo--Barrie,ON,N1H 1B6,MixedWood Plain,St. Lawrence Drainage Area,3331,333120,43.5561,-80.2917
0000000618,Louisiana-Pacific Canada Ltd.,Golden EWP Division,Golden,Golden, ,Thompson--Okanagan,BC,V0A 1H0,Montane Cordillera,Pacific Drainage Area,3212,321215,51.3138,-116.9804
0000000629,Boeing Canada Operations Ltd.,BOEING CANADA WINNIPEG,Winnipeg,Winnipeg,Winnipeg,Winnipeg,MB,R3J 3M6,Prairie,Nelson River Drainage Area,3364,336410,49.8948,-97.2667
0000000632,Brimac Anodizing Ltd.,BRIMAC ANODIZING (1985) LIMITED,Toronto,Toronto,Toronto,Toronto,ON,M8Z 5E3,MixedWood Plain,St. Lawrence Drainage Area,3328,332810,43.6128,-79.5236
0000000635,Forterra Brick,Forterra Brick - Burlington,Burlington,Burlington,Hamilton,Hamilton--Niagara Peninsula,ON,L7R 3Y2,MixedWood Plain,St. Lawrence Drainage Area,3279,327990,43.4153,-79.8081
0000000639,Forterra Brick,"Forterra Brick, St Lawrence Plant",La Prairie,La Prairie,Montréal,Montérégie,QC,J5R 3Y1,MixedWood Plain,St. Lawrence Drainage Area,3271,327120,45.4062,-73.4942
0000000656,"Durez Canada Company, Ltd.",Durez Canada,Fort Erie,Fort Erie,St. Catharines - Niagara,Hamilton--Niagara Peninsula,ON,L2A 4H8,MixedWood Plain,St. Lawrence Drainage Area,3252,325210,42.9247,-78.9303
0000000658,K+S Windsor Salt Ltd.,Belle Plaine Facility,Belle Plaine,Belle Plaine,Regina,Regina--Moose Mountain,SK,S0G 0G0,Prairie,Nelson River Drainage Area,3119,311940,50.3954,-105.1562
0000000672,Zellstoff Celgar Limited Partnership,Zellstoff Celgar Limited Partnership,Castlegar,Castlegar, ,Kootenay,BC,V1N 3H9,Montane Cordillera,Pacific Drainage Area,3221,322112,49.3357,-117.728
0000000683,SemCams ULC,Kaybob South #3 Gas Plant,Fox Creek,Greenview No. 16, ,Athabasca--Grande Prairie--Peace River,AB,T0H 1P0,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,54.1944,-116.6322
