ORIS plant code,Name,Operator,County,State,Sulfur dioxide,Sulfur dioxide rank,Nitrogen oxides,Nitrogen oxides rank,Carbon dioxide,Carbon dioxide rank,Heat input,Gross load,Latitude,Longitude
6641,Independence,Entergy Corporation,Independence County,AR,19486.638,15,8694.576,24,7989772.1,56,76191684.51,8008837.56,35.6733,-91.4083
6648,Sandow,Luminant Generation Company LLC,Milam County,TX,17446.082,17,1465.917,177,4835291.512,113,44413420.16,4464335.49,30.5642,-97.0639
6664,Louisa,MidAmerican Energy Company,Louisa County,IA,5233.302,71,3488.199,96,3844710.747,134,36658158.07,3808630.12,41.3153,-91.0936
6705,Alcoa Allowance Management Inc,"Alcoa Allowance Management, Inc.",Warrick County,IN,2311.651,141,4149.481,79,3530619.923,142,34411549.7,3028495.08,37.915,-87.3328
6761,Rawhide Energy Station,Platte River Power Authority,Larimer County,CO,869.497,215,1292.113,190,2261060.945,179,21558512.89,2400176.06,40.8611,-105.0206
6768,Sikeston,Sikeston Bd. of Municipal Utilities,Scott County,MO,4488.56,85,979.608,219,1884818.32,195,17971184.19,2025328.91,36.8791,-89.6209
6772,Hugo,"Western Farmers Electric Cooperative, Inc.",Choctaw County,OK,8136.636,50,2652.57,118,3106301.522,155,30285332.48,2700474.5,34.0158,-95.3206
6823,D B Wilson,Big Rivers Electric Corporation,Ohio County,KY,5814.983,66,1107.736,202,3253374.4,148,31709388.75,2833617,37.4497,-87.0803
7030,Twin Oaks,NAES Corporation,Robertson County,TX,2471.951,135,1605.246,161,3036890.093,158,27894524.36,2707195.16,31.0932,-96.6965
7097,J K Spruce,City of San Antonio,Bexar County,TX,739.751,225,2812.857,114,6547080.862,79,63811717.35,6313448.89,29.3091,-98.3205
7210,Cope Station,South Carolina Electric & Gas Company,Orangeburg County,SC,1165.679,192,1297.49,189,2135273.363,186,21304533.58,2538781.51,33.3642,-81.03
7213,Clover Power Station,Dominion Generation,Halifax County,VA,856.176,218,4849.099,75,3712719.998,139,36186347.34,3548191.25,36.8692,-78.7046
7343,George Neal South,MidAmerican Energy Company,Woodbury County,IA,4356.304,88,2303.38,131,2554129.1,171,24352824,2678373,42.3022,-96.3622
7504,Neil Simpson II,"Black Hills Power, Inc",Campbell County,WY,349.835,257,525.636,252,760364.658,241,7249843.096,601744.71,44.2853,-105.3841
7737,"KapStone Charleston Kraft, LLC",KapStone Charleston Kraft LLC,Charleston County,SC,0,0,562.203,249,0,0,3781570.492,0,32.8994,-79.9694
7790,Bonanza,Deseret Generation & Transmission,Uintah County,UT,1318.84,184,5378.938,65,4092085.275,129,39883866.46,3621754.96,40.0864,-109.2844
7902,H W Pirkey Power Plant,Southwestern Electric Power Company,Harrison County,TX,3959.799,96,3798.136,88,4982792.272,109,45768277.73,4583275.11,32.4607,-94.4852
8023,Columbia,Wisconsin Power & Light Company,Columbia County,WI,2145.272,147,4517.504,76,7675853.099,64,73194892.36,7011821.13,43.4864,-89.4203
8042,Belews Creek,"Duke Energy Carolinas, LLC",Stokes County,NC,4562.83,82,7106.755,34,9252336.495,38,90178765.25,10242758.49,36.2811,-80.0603
8066,Jim Bridger,Pacificorp Energy Generation,Sweetwater County,WY,8913.521,45,6961.73,40,12963700.01,18,123605008,12562949.72,41.7378,-108.7875
8069,Huntington,Pacificorp Energy Generation,Emery County,UT,2281.814,143,5930.525,52,5670780.652,95,55270728.54,5888253.73,39.3792,-111.0781
8102,Gen J M Gavin,"AEP Generation Resources, Inc., Consolidated Asset Management Services, LLC",Gallia County,OH,25425.162,6,7822.956,29,15462977.63,8,150711312.9,17001679.34,38.9347,-82.1158
8219,Ray D Nixon,Colorado Springs Utilities,El Paso County,CO,1494.245,174,1195.727,198,1527837.308,204,14569626.53,1459312.37,38.6306,-104.7056
8222,Coyote,Otter Tail Power Company,Mercer County,ND,13443.944,26,6377.688,43,3249673.233,149,29849117.1,2778245.21,47.2217,-101.8139
8223,Springerville Generating Station,Tucson Electric Power Company,Apache County,AZ,5932.027,65,5175.502,66,9091212.058,41,86712114.59,9555428.65,34.3186,-109.1636
8224,North Valmy,Sierra Pacific Power Company,Humboldt County,NV,1587.936,167,1261.683,195,781253.691,239,7449039.371,757529.16,40.8831,-117.1542
8226,Cheswick,NRG Power Midwest LP,Allegheny County,PA,1995.052,150,1036.193,208,1520494.716,205,14888459.41,1440162.4,40.5383,-79.7906
10017,RockTenn West Point Mill,RockTenn,King William County,VA,0,0,123.162,311,0,0,1858368.625,0,37.5392,-76.8053
10025,"RED-Rochester, LLC-Eastman Business Park","RED-Rochester, LLC",Monroe County,NY,0,0,1594.835,164,0,0,7724265.127,0,43.1969,-77.6289
10043,Logan Generating Plant,NAES Corporation,Gloucester County,NJ,550.927,239,427.421,262,778955.093,240,7606091.632,0,39.7914,-75.4081
10071,Virginia Renewable Power-Portsmouth LLC,"Cogentrix Virginia Leasing Corporation, Virginia Renewable Power-Portsmouth LLC",Portsmouth city,VA,0,0,0,0,0,0,0,0,36.8703,-76.3519
10075,Taconite Harbor Energy Center,"Minnesota Power, Inc.",Cook County,MN,0,0,0,0,0,0,0,0,47.5314,-90.9111
10111,DTE Pontiac North LLC,DTE Pontiac North LLC,Oakland County,MI,0,0,0,0,0,0,0,0,42.6603,-83.2983
10113,Gilberton Power Company,Gilberton Power Company,Schuylkill County,PA,704.701,228,382.703,275,1006896.44,230,8149161.296,0,40.79,-76.1984
10143,Colver Power Project,A/C Power - Colver Operations,Cambria County,PA,2630.304,128,796.848,233,0,0,10256987.59,931666.18,40.55,-78.8
10151,Grant Town Power Plant,Edison Mission Operation & Maintenance,Marion County,WV,1781.89,160,1517.222,173,964118.236,232,9396845.034,0,39.5611,-80.1642
10328,T B Simon Power Plant,Michigan State University,Ingham County,MI,0,0,10.679,328,0,0,687910.302,0,42.7178,-84.4836
10343,Mt. Carmel Cogeneration,"Mt. Carmel Cogeneration, Inc.",Northumberland County,PA,475.698,246,149.909,310,570800.12,252,4849439.92,316990.84,40.8092,-76.4539
10377,City Point Energy Center,"City Point Energy Center, LLC, James River Cogeneration Company",Hopewell city,VA,1402.312,179,970.563,220,476343.028,261,4642774.456,0,37.2939,-77.2697
10378,CPI USA North Carolina Southport,CPI USA North Carolina LLC,Brunswick County,NC,3616.095,101,917.862,224,0,0,7665925.196,0,33.9444,-78.0125
10379,CPI USA North Carolina Roxboro,CPI USA North Carolina LLC,Person County,NC,2410.131,139,466.169,257,0,0,4589022.999,0,36.435,-78.9619
10380,NC Renewable Power - Elizabethtown,North Carolina Renewable Power - Lumberton LLC,Bladen County,NC,0,0,0,0,0,0,0,0,34.6474,-78.6407
10384,"Edgecombe Genco, LLC","Edgecombe Genco, LLC",Edgecombe County,NC,38.288,295,414.127,266,165175.44,289,1609920.633,0,36.0378,-77.7542
10398,ArcelorMittal Cleveland LLC,ArcelorMittal,Cuyahoga County,OH,0,0,0,0,0,0,0,0,41.4739,-81.6728
10464,"Black River Generation, LLC","Black River Generation, LLC",Jefferson County,NY,7.35,303,404.946,270,626855.965,246,5881479.964,0,44.0361,-75.7712
10566,Carneys Point,NAES Corporation,Salem County,NJ,1056.923,202,654.728,239,1076557.675,229,10492817.25,0,39.6928,-75.4867
10603,Ebensburg Power Company,"Power Systems Operations, Inc.",Cambria County,PA,1180.245,190,204.811,302,462433.112,262,4131374.981,291431.98,40.455,-78.7472
10641,Cambria Cogen,Cambria CoGen Company,Cambria County,PA,2417.721,138,725.09,234,966280.1,231,8778045.345,0,40.4748,-78.7021
10671,"AES Shady Point, LLC","AES Shady Point, LLC",Le Flore County,OK,0,0,1032.365,210,0,0,22544722.18,0,35.1931,-94.6458
10678,AES Warrior Run,AES Corporation,Allegany County,MD,1022.74,205,451.873,258,1348725.059,215,13150279.65,1108373.26,39.5944,-78.7456
10743,Morgantown Energy Facility,Morgantown Energy Associates,Monongalia County,WV,703.172,229,1136.972,201,0,0,6795601.259,0,39.6397,-79.9606
10849,Northshore Mining Silver Bay Power,Silver Bay Power Company,Lake County,MN,1390.063,180,1384.716,182,0,0,5791934.308,452177.1,47.286,-91.26
10865,Archer Daniels Midland Co.,Archer Daniels Midland Company,Macon County,IL,0,0,1905.335,146,0,0,10256476.12,0,39.8675,-88.885
10867,Tate & Lyle,Tate & Lyle Ingredients Americas LLC,Macon County,IL,0,0,308.72,283,0,0,5730195.83,0,39.8466,-88.9261
50030,Nelson Industrial Steam Company,Entergy Corporation,Calcasieu Parish,LA,0,0,1237.718,197,0,0,19493970.56,0,30.2861,-93.2917
50039,Northeastern Power Company,Nepco Services Company,Schuylkill County,PA,181.85,277,71.932,320,283941.023,275,2429939.151,172443.42,40.8737,-75.9936
50202,"Niagara Generation, LLC",5380 Frontier Ave Energy Company LLC,Niagara County,NY,0,0,0,0,0,0,0,0,43.0804,-79.0082
50240,Purdue University-Wade Utility,Purdue University,Tippecanoe County,IN,0,0,82.341,317,0,0,854994.445,0,40.4172,-86.9117
50282,Luke Paper Company,Luke Paper Company,Allegany County,MD,0,0,1290.248,192,577786.412,251,0,0,39.4722,-79.0575
50397,P H Glatfelter Company,P H Glatfelter Company,York County,PA,0,0,422.917,263,0,0,4230241.3,0,39.8717,-76.8664
50410,Kimberly-Clark Tissue Company,Kimberly-Clark Tissue Company,Delaware County,PA,0,0,187.165,304,0,0,4535133.85,0,39.8439,-75.3575
50481,Eastman Chemical Company,Eastman Chemical Company,Sullivan County,TN,0,0,1906.199,145,0,0,10409785.99,0,36.5192,-82.535
50491,Axiall Corporation Natrium Plant,Axiall Corporation,Marshall County,WV,0,0,522.372,253,513340.025,257,8659443.525,0,39.7475,-80.8547
50611,"WPS Westwood Generation, LLC",Olympus Power Funding LLC,Schuylkill County,PA,33.581,297,29.233,326,46020.263,296,394420.071,24104.87,40.6191,-76.45
50776,Panther Creek Energy Facility,"Panther Creek Power Operating, LLC",Carbon County,PA,69.033,293,69.569,322,0,0,1168314.493,0,40.8556,-75.8781
50806,"WestRock CP, LLC Florence Mill","WestRock CP, LLC",Florence County,SC,0,0,374.72,277,0,0,2905541.9,0,34.1519,-79.5587
50835,TES Filer City Station,CMS Enterprises Co.,Manistee County,MI,439.475,250,1287.638,193,0,0,6787165.84,0,44.217,-86.2906
50879,Wheelabrator - Frackville,"Wheelabrator Frackville Energy Company, Inc.",Schuylkill County,PA,532.507,243,390.545,272,663965.501,245,5912983.558,0,40.7817,-76.1781
50888,Northampton Generating Plant,Northampton Generating Company,Northampton County,PA,150.242,281,114.208,314,316453.278,273,2665293.538,264318.28,40.6917,-75.4792
50900,"MeadWestvaco of Virginia, Covington","MeadWestvaco of Virginia, Covington",Alleghany County,VA,0,0,984.181,217,0,0,7432466.612,0,37.7997,-79.9946
50951,Sunnyside Cogeneration Associates,Sunnyside Cogeneration Associates,Carbon County,UT,0,0,0,0,0,0,0,472466.66,39.5472,-110.3917
50956,Resolute Forest Products - Calhoun Ops,"Bowater, Inc.",McMinn County,TN,0,0,13.404,327,0,0,103596.627,0,35.2964,-84.7569
50974,Scrubgrass Generating Plant,Scrubgrass Generating Company,Venango County,PA,1035.467,204,490.48,256,728829.28,242,6985634.115,0,41.2678,-79.8114
50976,"Indiantown Cogeneration, LP",Indiantown Cogeneration Limited Partnership,Martin County,FL,75.087,291,160.109,309,138161.098,291,1367270.551,0,27.0393,-80.5144
52007,Mecklenburg Power Station,Dominion Generation,Mecklenburg County,VA,95.484,288,287.469,288,213003.427,286,2076059.119,172807.52,36.6009,-78.53
52071,Sandow Station,Luminant Generation Company LLC,Milam County,TX,2452.128,136,1587.947,166,4970311.098,110,45668448.65,4954207.15,30.5681,-97.0614
52140,International Paper-Prattville Mill,International Paper Company,Autauga County,AL,0,0,422.032,264,0,0,3731683.521,0,32.4167,-86.4667
52151,International Paper-Eastover Mill,International Paper Company,Richland County,SC,0,0,31.792,325,0,0,779964.583,0,33.8872,-80.6397
54035,Westmoreland Partners Roanoke Valley I,Westmoreland Partners LLC,Halifax County,NC,2.509,304,10.238,330,5713.141,300,55679.512,0,36.4364,-77.6167
54081,"Spruance Genco, LLC",Spruance Genco LLC,Richmond city,VA,307.394,265,1282.938,194,897126.81,236,8743955.572,0,37.4556,-77.4308
54276,University of NC Chapel Hill,University of North Carolina at Chapel Hill,Orange County,NC,0,0,121.369,312,0,0,1058501.75,0,35.9069,-79.0617
54304,Birchwood Power Facility,General Electric Company,King George County,VA,203.364,272,216.038,300,0,0,4524323.891,470910.14,38.2667,-77.3147
54556,Ingredion Incorporated Argo Plant,Ingredion Incorporated,Cook County,IL,0,0,389.331,274,0,0,6893690.497,0,41.7775,-87.8233
54634,St. Nicholas Cogeneration Project,"Schuylkill Energy Resources, Inc.",Schuylkill County,PA,955.016,207,274.621,292,1191986.142,223,9915657.42,0,40.8222,-76.1736
54638,"Domtar Paper Company, LLC","Domtar Paper Company, LLC",Elk County,PA,0,0,93.897,315,0,0,1614952.487,0,41.4908,-78.6767
54755,Westmoreland Partners Roanoke Valley II,Westmoreland Partners LLC,Halifax County,NC,0.616,307,0.861,332,1091.245,302,10634.032,0,36.4364,-77.6167
55076,Red Hills Generation Facility,"Choctaw Generation, LP",Choctaw County,MS,2244.953,146,1791.009,152,2987013.7,161,27604221.73,0,33.3761,-89.2183
55479,Wygen I,"Black Hills Power, Inc",Campbell County,WY,454.73,249,586.561,244,959100.501,233,9144685.022,801831.07,44.2862,-105.3843
55749,Hardin Generating Station,"Colorado Energy Management, LLC",Big Horn County,MT,71.628,292,65.586,323,169936.293,288,1620839.248,133348.24,45.7578,-107.6
55856,Prairie State Generating Station,Prairie State Generating Company LLC,Washington County,IL,9749.839,40,3799.209,87,12051683.29,22,117462844.4,11628981.39,38.2792,-89.667
56068,Elm Road Generating Station,Wisconsin Electric Power Company,Milwaukee County,WI,563.457,236,2355.474,130,8181506.494,55,78034000.15,8365130.92,42.8445,-87.829
56224,TS Power Plant,Newmont Nevada Energy Investment LLC,Eureka County,NV,147.993,282,256.591,295,1097749.087,228,10491225.6,1081869.52,40.7458,-116.5297
56319,Wygen II,"Black Hills Power, Inc",Campbell County,WY,267.057,268,227.745,299,940031.979,234,8962948.929,819518.14,44.2911,-105.3815
56456,Plum Point Energy Station,"Plum Point Energy Associates, Inc.",Mississippi County,AR,2492.314,133,1464.361,178,4007903.933,132,39071302.09,3837341.33,35.6626,-89.9469
56564,John W. Turk Jr. Power Plant,Southwestern Electric Power Company,Hempstead County,AR,943.867,208,893.625,227,4385377.169,123,41813314.94,4680002.01,33.6497,-93.8119
56596,Wygen III,"Black Hills Power, Inc",Campbell County,WY,280.47,267,179.483,306,937421.5,235,8938059.648,852169.29,44.2892,-105.3795
56609,Dry Fork Station,Basin Electric Power Cooperative,Campbell County,WY,1047.204,203,697.242,235,3618571.051,141,34502000.55,3556561.21,44.3901,-105.4591
56611,Sandy Creek Energy Station,"Sandy Creek Services, LLC",McLennan County,TX,2960.629,120,1525.476,172,6682291.101,73,63792300.79,6708099.36,31.4753,-96.9564
56671,Longview Power,"Longview Power, LLC",Monongalia County,WV,1939.904,152,1327.873,186,4575737.837,119,44597844.55,5224077.8,39.7078,-79.9588
56786,Spiritwood Station,Great River Energy,Stutsman County,ND,20.502,301,284.422,289,549640.014,256,5627717.603,0,46.925,-98.5
56808,Virginia City Hybrid Energy Center,Dominion Generation,Wise County,VA,119.266,285,1035.071,209,3479478.723,144,33886985.85,0,36.9161,-82.3381
880039,Cargill Incorporated,"Cargill, Inc.",Montgomery County,OH,0,0,282.726,290,0,0,1224431.2,0,39.8242,-84.1747
880041,Ascend (Decatur Plant),Ascend Performance Materials Operations. LLC,Morgan County,AL,0,0,80.336,318,0,0,315306.775,0,34.6339,-87.0244
880052,Lehigh Northeast Cement Company,Lehigh Northeast Cement Company,Warren County,NY,0,0,412.304,267,0,0,0,0,43.3064,-73.6208
